Date,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Move Minutes count,Cycling duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms),Volleyball duration (ms),High intensity interval training duration (ms)
2018-06-28,1709.9212413314517,735.0065414905548,,,,,0.8100703313026185,3.4700000286102295,0.11830756813287735,928,,,,9,,82640862,2494853,,,
2018-06-29,1907.477989058454,4083.093292117119,12.938092231750488,80.21228790283203,12.992803573608398,80.21711730957031,1.5583261021472827,14.550000190734863,0.037328798323869705,5131,,,,63,,77324770,6424611,,,
2018-06-30,1743.5669368325387,725.8100814819336,12.934311866760254,80.21246337890625,12.93522834777832,80.21340942382812,0.840901132245544,1.310321569442749,0.26254186034202576,2779,,,,38,653306,82929882,2463894,,,
2018-07-01,1713.8485993939844,436.03889870643616,,,,,1.1421025794913302,10.829999923706055,0.0768718495965004,1699,,,,12,,81808999,2995982,,,
2018-07-02,1684.5707800676123,1045.7391114234924,,,,,1.3449401965164718,48.0,0.1793583184480667,2337,,,,24,,81369676,1990588,,,
2018-07-03,1619.1977021491011,107.47415828704834,,,,,0.38776600358311386,0.5697059631347656,0.35353338718414307,670,,,,6,,81010117,690200,,,
2018-07-04,2051.5042023455526,7361.213786125183,13.055459022521973,80.28077697753906,13.070073127746582,80.28902435302734,1.213772342696363,39.0,0.2571851313114166,10921,,,,136,,72630186,9289552,,,
2018-07-05,1707.3815621123717,112.42362594604492,,,,,0.3585714403169684,0.4601109027862549,0.27104225754737854,634,,,,23,1339373,83358576,1008754,,,
2018-07-06,1391.4731960309964,103.23175811767578,,,,,1.3086459474789027,17.989999771118164,0.3199087679386139,1308,,,,14,,75419112,557107,,,
2018-07-07,1413.7925984515687,,,,,,,,,549,,,,1,,85729739,477183,,,
2018-07-08,1826.4929034684374,4924.9865918159485,13.073500633239746,80.22183990478516,13.08698558807373,80.23992919921875,2.228966757193397,15.649999618530273,0.02709951624274254,2665,,,,42,834188,65546496,3919565,,,
2018-07-09,1642.5473715727285,211.41298067569733,,,,,0.6606021266696476,0.9806913733482361,0.2513933479785919,1597,,,,14,,55546587,1154667,,,
2018-07-10,1809.0127345045298,850.0379090309143,,,,,1.1964664457926928,13.149999618530273,0.3260093629360199,2005,,,,35,639324,73342202,3966537,,,
2018-07-11,1658.6815138845732,363.82746624946594,,,,,10.702990270223763,24.260000228881836,0.26726022362709045,1361,,,,23,,46737019,1475605,,,
2018-07-12,1647.7984930351502,636.0731959342957,12.9422666,80.2060001,12.9424707,80.2079453,0.7465811431643227,1.2752879858016968,0.3417489528656006,1598,,,,17,,83300488,1259121,,,
2018-07-13,1617.3523589378383,45.25227642059326,,,,,0.3477691418525155,0.5130201578140259,0.34190598130226135,365,,,,2,,85746507,653493,,,
2018-07-14,1306.4550299314865,7.777735233306885,,,,,0.26762378215789795,0.26762378215789795,0.26762378215789795,460,,,,2,,86172893,178906,,,
2018-07-15,1589.294342051089,,,,,,,,,501,,,,,,86274598,95370,,,
2018-07-16,1694.4130544078585,539.4045618772507,12.9718277,80.2203491,12.9720025,80.220896,0.6019065766282173,1.0970972776412964,0.25519436597824097,2405,,,,16,,81821667,2186369,,,
2018-07-17,1624.4029087294712,95.45402336120605,,,,,0.5348730478749585,0.7141641974449158,0.3553623557090759,950,,,,4,,85606259,793741,,,
2018-07-18,1592.090901365142,,,,,,1.850000023841858,1.850000023841858,1.850000023841858,558,,,,,,86249002,150998,,,
2018-07-19,1647.5859431067881,44.54521083831787,,,,,0.9168205838726526,1.2799999713897705,0.34938737750053406,593,,,,14,706015,84717090,498165,,,
2018-07-20,1592.1784416970095,,,,,,,,,376,,,,,,86156604,152740,,,
2018-07-21,1685.359974941146,1563.2660083770752,13.0859018,80.2249327,13.0866728,80.2278435,0.4982474050402345,1.2064778804779053,0.2576581835746765,2612,,,,34,,80094390,2006287,,,
2018-07-22,1634.3496281617818,462.4826855659485,,,,,1.144358135705225,13.609999656677246,0.309724360704422,1557,,,,21,,77999857,991599,,,
2018-07-23,1584.5000042806853,,,,,,,,,237,,,,,,86400000,,,,
2018-07-24,1584.5000042806853,,,,,,,,,214,,,,,,86400000,,,,
2018-07-25,1609.6766644024158,68.16235446929932,,,,,2.407286093908472,9.010000228881836,0.25925782322883606,528,,,,4,,83098691,500810,,,
2018-07-26,1598.4110404961318,17.67667007446289,,,,,0.4371697008609772,0.4371697008609772,0.4371697008609772,409,,,,,,85900743,276716,,,
2018-07-27,1584.4999699666957,,,,,,,,,390,,,,,,86400000,,,,
2018-07-28,1878.3488077508423,1872.1633882522583,,,,,0.6857592281631542,1.8141015768051147,0.2946111559867859,3235,,,,85,2455295,77579104,3585447,,,
2018-07-29,1632.4317067054253,195.36124658584595,,,,,0.38030214985922656,1.130510687828064,0.266902357339859,1125,,,,8,,85097077,953450,,,
2018-07-30,1844.8669375925042,1828.74741512537,,,,,0.6883844779388907,1.3864409923553467,0.2537119388580322,3946,,,,47,,72532989,5179168,,,
2018-07-31,1880.997458362425,3234.7472920417786,,,,,0.6770891870362881,1.3591902256011963,0.25925782322883606,5379,,,,60,,80472056,5897867,,,
2018-08-01,2290.7566273579564,8290.814091682434,,,,,0.7463564155318313,1.4583334922790527,0.2556508481502533,14151,,,,151,,72043500,14048711,,,
2018-08-02,2167.844071705198,9439.33833873272,,,,,0.7408842311639721,1.4242961406707764,0.25134608149528503,13798,,,,163,,74780895,11603762,,,
2018-08-03,2227.0709092135294,10185.613635480404,,,,,0.7139096671988892,1.4059628248214722,0.25236913561820984,15906,,,,196,,73554790,12781888,,,
2018-08-04,2023.3393832761908,6200.916771888733,,,,,0.6967172104845683,1.4544975757598877,0.25612911581993103,10796,,,,128,,77124611,8814702,,,
2018-08-05,2240.781425884118,6949.183816432953,15.3853697,73.8679313,15.3861637,73.8686671,0.677588788338365,3.1500000953674316,0.25925782322883606,12355,,,,146,,66567897,13054616,,,
2018-08-06,2260.891739404061,7044.357098340988,,,,,0.7475341700849364,1.952971339225769,0.2551687955856323,11795,,,,138,,69387469,13454625,,,
2018-08-07,2064.84239802492,7995.146255433559,,,,,0.7858067917456674,1.6175144910812378,0.2579898238182068,12016,,,,142,,76664185,9554875,,,
2018-08-08,2384.454734567758,12292.42813205719,15.3900333,73.875772,15.3925259,73.8800368,0.7596958297323468,1.550246238708496,0.2524985074996948,18042,,,,224,,68915892,16548941,,,
2018-08-09,2077.7484644176307,7436.904655218124,,,,,0.6033790255495737,1.6292545795440674,0.24998429417610168,11534,,,,141,,76313425,9811596,,,
2018-08-10,2286.2906885250422,8765.674738824368,,,,,0.6652724728221614,1.4245624542236328,0.24736158549785614,14874,,,,168,,71826638,13959877,,,
2018-08-11,2484.6264353128277,8653.27919703722,,,,,0.6477605691004772,1.6860995292663574,0.24972566962242126,15296,,,,169,,65085323,17905132,,,
2018-08-12,2008.7256733737324,6694.120577573776,15.3906128,73.8794517,15.3924595,73.8803138,0.6742523684164802,2.591860771179199,0.25925782322883606,10170,,,,112,,76058469,9355630,271299,,
2018-08-13,1526.106358402689,5216.522040843964,,,,,0.8954780122882926,1.5821818113327026,0.24817880988121033,8340,,,,91,,79260145,6278964,,,
2018-08-14,2073.1214119102774,7648.678978681564,,,,,0.8672755014205095,2.138080596923828,0.25925782322883606,11423,,,,131,,76680440,9719560,,,
2018-08-15,1913.5689568106602,5227.510486841202,,,,,0.8603168964256062,1.557969570159912,0.2828267216682434,9349,,,,95,,70106318,9015947,,,
2018-08-16,2141.7716035682465,6547.530599653721,,,,,0.8209796994075196,1.806260347366333,0.2502053380012512,11403,,,,118,,74760563,11085134,,,
2018-08-17,1776.3274966611275,4230.04256850481,,,,,0.6595597792360913,2.1488285064697266,0.2828267216682434,7028,,,,79,,79841461,6220343,,,
2018-08-18,1625.4897939264774,7454.473337769508,15.3915243,73.8775118,15.3915243,73.8775118,0.7225896438477687,1.5539809465408325,0.25925782322883606,12998,,,,128,,72289549,12652063,,,
2018-08-19,1663.2102535240897,4456.586099386215,,,,,0.6352575550895784,2.1659209728240967,0.3046113848686218,7112,,,,76,,79896426,5930253,,,
2018-08-20,1993.9811599922132,7372.412844121456,,,,,0.9005965646837519,1.6155858039855957,0.26629388332366943,10988,,,,121,,78031429,8145317,,,
2018-08-21,1677.2156065034612,1904.3804569244385,,,,,0.8110993155489798,1.4191956520080566,0.3984405994415283,2858,,,,32,,84555718,1844282,,,
2018-08-22,1852.301992080432,4689.610057353973,15.3914443,73.8779243,15.3914443,73.8779243,0.7074847606282348,1.950153112411499,0.251891553401947,7176,,,,85,,80500283,5899717,,,
2018-08-23,2095.0646825351946,7856.675260424614,,,,,0.6985010027507609,1.789865255355835,0.2654176652431488,12355,,,,148,,75693446,10156048,,,
2018-08-24,1933.454553242908,5965.741043925285,15.3925037,73.8800228,15.3925037,73.8800228,0.913095458848049,1.4718955755233765,0.24927960336208344,9742,,,,119,,78753337,6941336,,,
2018-08-25,1989.1706655243393,6987.237347364426,,,,,0.7376983194685179,1.460837483406067,0.3190419673919678,10954,,,,116,,77798470,8049625,,,
2018-08-26,1812.1553471210482,4629.738948464394,,,,,0.6187520752281541,1.4588277339935303,0.24785859882831573,7462,,,,83,,79922967,5649058,,,
2018-08-27,1986.1429597535132,7058.673194408417,,,,,0.6469625540054319,1.5549496412277222,0.2523323595523834,10451,,,,116,,78410598,7989402,,,
2018-08-28,2041.7502734491636,7720.830922365189,15.3900173,73.8764931,15.3900173,73.8764931,0.689835360908903,1.9502381086349487,0.2577643394470215,12081,,,,131,,77147014,9126875,,,
2018-08-29,1999.8060969364071,6516.988779306412,,,,,0.7379747002784098,1.4787336587905884,0.30639562010765076,10342,,,,125,,77030440,8693478,,,
2018-08-30,2104.0181749462445,8278.53018784523,,,,,0.8586360601455755,1.6100733280181885,0.31818005442619324,12687,65.0,65.0,65.0,131,,74339943,10273343,,,
2018-08-31,2103.1939617800426,8206.497888326645,,,,,0.664741265690141,1.7153345346450806,0.24253150820732117,12443,,,,137,,72277765,10098165,,,
2018-09-01,2058.264707139,4204.492829203606,,,,,0.5522283233574725,1.7462306022644043,0.2414289116859436,8376,,,,80,,76088967,9201864,,,
2018-09-02,2207.4258727349384,5899.121556162834,,,,,0.6734248585908091,1.7765347957611084,0.24827644228935242,11233,,,,148,,68570085,12177510,,,
2018-09-03,1809.909183892799,2321.356784105301,,,,,0.534061712413231,1.489600658416748,0.24974364042282104,4500,,,,43,,81793284,4028420,93860,,
2018-09-04,1870.1855030766494,4580.734575867653,,,,,0.689476513309804,1.548839807510376,0.2869957983493805,6831,,,,78,,80804924,5474738,,,
2018-09-05,1976.6536227156978,6411.845621943474,,,,,0.8567329754949634,1.6701295375823975,0.3584972023963928,10338,,,,103,,78734892,7573790,,,
2018-09-06,1840.5192026873594,4141.181872367859,,,,,0.5346545942953302,1.8562589883804321,0.26289793848991394,6671,,,,76,,79471984,5397649,,,
2018-09-07,2128.8377549868396,8165.149516820908,,,,,0.7796868592199142,1.6935898065567017,0.243064746260643,12280,,,,136,,74823161,10609741,,,
2018-09-08,1940.4314501307992,5621.379274725914,,,,,0.7242687682662403,1.5650323629379272,0.2465967983007431,10050,,,,110,,77314866,7613127,,,
2018-09-09,2099.07503277963,8040.115867137909,,,,,0.8070626800340872,1.8039652109146118,0.250948041677475,12877,,,,155,,75829316,10016001,,,
2018-09-10,2037.5309448600594,5390.544878721237,,,,,0.5393800150285796,1.5372365713119507,0.250948041677475,8424,,,,99,,77209004,8788244,,,
2018-09-11,2150.7452633095013,7376.633792877197,,,,,0.9032327952724595,1.6620254516601562,0.2748478353023529,11277,,,,122,,73568979,11046022,,,
2018-09-12,2082.7945998954915,7562.310314416885,,,,,0.7066542374271901,1.635425090789795,0.250948041677475,11447,,,,118,,76560444,9691217,,,
2018-09-13,2375.5533873182753,7381.353311061859,,,,,0.7289000969183173,1.6476130485534668,0.2590607702732086,12148,,,,147,,69339039,15531520,,,
2018-09-14,1922.8597813545946,6189.121998786926,,,,,0.6435802566321163,1.4882153272628784,0.251565158367157,9058,,,,99,,78926107,6500648,,,
2018-09-15,2257.6284242708257,6485.233975887299,,,,,0.6740383741699417,1.473474144935608,0.26289793848991394,10695,,,,125,484640,67251383,12686180,61100,,
2018-09-16,1868.0241833193822,3844.5184211730957,,,,,0.5882572066803502,1.4548391103744507,0.26289793848991394,5956,,,,66,,80370852,5406718,,,
2018-09-17,2192.518072281423,10350.547889590263,,,,,0.7447740900317086,1.5510053634643555,0.26289793848991394,15918,,,,178,,74062336,11880113,,,
2018-09-18,1736.0036340627544,2135.4840747117996,,,,,0.7524447558181336,1.6153559684753418,0.3088597059249878,3615,,,,40,,82437152,3901161,,,
2018-09-19,2087.048882241247,6060.922472953796,,,,,0.8668175884391361,1.7178229093551636,0.26569950580596924,9118,,,,135,1975312,75644122,7844877,,,
2018-09-20,1974.3398980068037,5500.524830818176,,,,,0.8605443280953807,1.5133581161499023,0.26664409041404724,8797,,,,97,,76022181,9476671,,,
2018-09-21,2194.057375501362,9491.78504395485,,,,,0.6988642407479967,1.564860463142395,0.244943767786026,14872,,,,169,,72547464,12920458,,,
2018-09-22,2191.139553042823,7066.359129905701,,,,,0.8797847288046831,2.4258882999420166,0.250948041677475,11307,,,,123,,74352332,11562857,121520,,
2018-09-23,2115.7562289172693,4357.665900945663,,,,,0.9433643347351772,14.460000038146973,0.2484913468360901,8794,,,,94,,62087449,10348775,,,
2018-09-24,1899.0388004859112,4958.429442644119,,,,,0.8485313046066023,1.9586100578308105,0.250948041677475,7442,,,,89,,79513479,6009392,,,
2018-09-25,2133.5631783314498,7538.971832156181,,,,,0.8167804300389617,2.9407565593719482,0.25612303614616394,10409,,,,111,,77692063,7735497,851780,,
2018-09-26,1973.3884368689298,6178.299819231033,,,,,0.7151625415147992,1.6087195873260498,0.2748478353023529,9286,,,,107,,78617968,7507999,,,
2018-09-27,1800.1177076426188,3380.0038783550262,,,,,0.5820923351803179,1.5137752294540405,0.250948041677475,5271,,,,56,,81805930,4052038,,,
2018-09-28,2045.337788650464,6531.73144197464,,,,,0.6677743813765574,1.529178500175476,0.27314889430999756,10031,,,,113,,77124649,8943982,,,
2018-09-29,2177.7890046252055,9033.04512488842,15.3916017,73.8788438,15.3916017,73.8788438,0.8472349467668249,1.7888795137405396,0.2670843005180359,14381,,,,165,,74097097,11586284,,,
2018-09-30,1782.0377256534116,2640.281723499298,,,,,0.5198391120526396,1.3930039405822754,0.2910567820072174,4279,,,,49,,82708642,3691358,,,
2018-10-01,2166.3076985498487,8348.633512020111,,,,,0.8672813020433763,1.5859137773513794,0.250948041677475,13035,,,,165,666258,75060697,10642987,,,
2018-10-02,2066.8105762546397,7444.470445871353,,,,,0.7635690506049297,1.8606055974960327,0.3106975555419922,10915,,,,128,,76703404,9372239,,,
2018-10-03,1810.3517482679176,3531.907775402069,,,,,0.7946070925993792,1.376987338066101,0.24978704750537872,5457,,,,60,,82143801,4256199,,,
2018-10-04,1919.1303664119223,4661.48091173172,,,,,0.6041368713616185,1.5510480403900146,0.26289793848991394,6925,,,,83,,79973754,6426246,,,
2018-10-05,1997.8501721086009,5257.340237379074,,,,,0.8010774702699559,1.5193963050842285,0.2697320580482483,8136,,,,96,,78104212,7996643,,,
2018-10-06,1812.3827386889225,2774.25080537796,,,,,0.6253149458014936,1.4019869565963745,0.25314992666244507,4508,,,,53,,78979708,5125843,,,
2018-10-07,1694.3420471364764,2667.7420065402985,,,,,0.44351201715961697,1.4327812194824219,0.250108540058136,4566,,,,54,,83005152,3261985,,,
2018-10-08,1954.848049965089,5158.913952827454,,,,,0.6404275419524648,1.4973477125167847,0.27074456214904785,7944,,,,93,,78958792,7138786,,,
2018-10-09,1830.5471080642508,3594.712381839752,,,,,0.875990363589469,1.4427103996276855,0.2748478353023529,5539,,,,68,,81641603,4659080,,,
2018-10-10,1840.3723012509854,3822.711452960968,,,,,0.7183699067809284,1.5536034107208252,0.2636229395866394,5740,,,,68,,81514605,4855086,,,
2018-10-11,1664.3659533825532,2183.276149868965,,,,,0.7108925969773692,1.5636574029922485,0.3177952766418457,3436,,,,40,,84094705,2275221,,,
2018-10-12,1682.0887606577935,3228.587844848633,,,,,0.4865749184776563,1.3587515354156494,0.24879804253578186,4825,,,,53,,82494995,3905005,,,
2018-10-13,2232.5854177647952,9253.344197750092,,,,,0.7179322892606109,1.679998755455017,0.250948041677475,13022,,,,144,,72043419,12679423,,,
2018-10-14,1954.3134557137428,5089.8991894721985,,,,,0.7538462409948234,3.137599468231201,0.294249951839447,6643,,,,67,,81163829,4362240,723636,,
2018-10-15,1884.0529986981796,5216.182913064957,,,,,0.6291411668146749,1.4832309484481812,0.24100397527217865,7583,,,,84,,80466488,5726481,,,
2018-10-16,1926.4015412859842,5530.086121559143,,,,,0.7293538316856055,1.510172963142395,0.2969702482223511,8734,,,,91,,79388415,6571300,,,
2018-10-17,1773.1108826698176,2018.6503672599792,,,,,0.7593230917652467,8.710000038146973,0.2615051865577698,3477,,,,43,,76514444,3513273,,,
2018-10-18,1608.676807291016,207.21138107776642,,,,,0.613247175798643,0.9827239513397217,0.2748478353023529,754,,,,7,,78172115,1486467,,,
2018-10-19,1736.992891398319,321.88297164440155,,,,,0.6413856777046472,1.1834291219711304,0.2748478353023529,1030,,,,44,2132501,58233835,1241465,,,
2018-10-20,1826.2637275122697,3495.1650515794754,13.0832486,80.2247596,13.0890174,80.2289008,0.5358862047097499,5.0,0.15362820029258728,5021,,,,56,,71067197,4573630,,,
2018-10-21,1649.8689971006818,1348.450849533081,,,,,0.8551784003922555,11.859999656677246,0.2738562822341919,2805,,,,36,,75537525,2701396,,,
2018-10-22,2190.6089974655665,7806.337584972382,,,,,0.8148994168489447,1.5081533193588257,0.25732648372650146,12486,,,,147,,73990194,11842028,,,
2018-10-23,2344.853970426262,10900.696738004684,,,,,0.7625931468515693,1.61404550075531,0.26289793848991394,16054,,,,184,,69669074,14919094,,,
2018-10-24,2101.114247971073,8812.944121599197,15.3918206,73.8787079,15.3918206,73.8787079,0.7502111089989968,1.630828619003296,0.29280558228492737,12620,,,,145,,76218492,10056679,,,
2018-10-25,2088.0015775928005,7262.939250469208,15.3913342,73.877354,15.3913342,73.877354,0.6494772837132279,1.6355879306793213,0.26289793848991394,11928,,,,126,,74577688,10849833,,,
2018-10-26,1761.9907797926714,2595.7782006263733,,,,,0.807254408499139,1.6133651733398438,0.26713865995407104,5414,,,,57,,82957506,3291438,,,
2018-10-27,1806.1457689148865,1893.5238058567047,,,,,0.9067948509430895,1.4982649087905884,0.250948041677475,4712,,,,39,,82074608,4172296,,,
2018-10-28,1891.4732416656361,2958.819795846939,,,,,0.8124210399276632,1.7957849502563477,0.250948041677475,5685,,,,72,,80223249,5874510,,,
2018-10-29,1892.5650770238897,3564.6447443962097,,,,,0.5247219682422704,1.3621970415115356,0.26039499044418335,5672,,,,64,,79906544,5896290,,,
2018-10-30,1915.8534324823497,4440.525437831879,,,,,0.6723136399925724,1.5377137660980225,0.2766275703907013,6888,,,,75,,79880713,6360872,,,
2018-10-31,1991.682765008075,5888.918167114258,,,,,1.508581139168063,16.579999923706055,0.24688860774040222,8937,,,,108,,64094219,7873609,,,
2018-11-01,1808.4765404036782,3418.7427448034286,,,,,0.8730915884935424,1.6825993061065674,0.24540814757347107,6125,,,,64,,81879544,4218790,,,
2018-11-02,1756.7614555209452,2232.788696408272,,,,,0.49057089229966283,1.4531365633010864,0.29601043462753296,3705,,,,40,,83212886,3187114,,,
2018-11-03,2154.588545609898,8092.8379455804825,15.3915328,73.8776103,15.3927599,73.8802839,0.6696614127976706,1.9857677221298218,0.24700084328651428,12448,,,,144,,72776130,12759255,,,
2018-11-04,1806.269399559517,2943.993121743202,,,,,0.5735661388870065,1.4007952213287354,0.26561006903648376,4979,,,,56,,82225241,4174759,,,
2018-11-05,1687.2263006594653,1477.34903383255,,,,,0.8081845115759668,1.3145085573196411,0.3807295560836792,2426,,,,25,,84600055,1799945,,,
2018-11-06,1917.7445536442422,5245.600245833397,,,,,0.6656985606628363,1.4775890111923218,0.302999883890152,8383,,,,93,,78931715,7468285,,,
2018-11-07,2018.397539934225,3898.6099578142166,,,,,0.5804347290879143,1.4723262786865234,0.250948041677475,7003,,,,73,,77292396,8406544,,,
2018-11-08,1584.5111898828548,2236.6424717903137,,,,,0.9491365480247641,1.5198663473129272,0.2710535526275635,3861,,,,43,,83886160,2513840,,,
2018-11-09,1958.7681693053953,4325.853080272675,,,,,0.8599617909253346,1.4930050373077393,0.250948041677475,6547,,,,74,,79183012,7216988,,,
2018-11-10,1832.9924220701662,3573.0852761268616,,,,,0.9011741616372563,1.3679697513580322,0.2536189556121826,5641,,,,64,,81692137,4707863,,,
2018-11-11,1964.781394915906,5905.269432544708,15.3896786,73.8761313,15.3919445,73.8765103,0.8134588462804946,1.430834174156189,0.3135116696357727,8647,,,,109,,78907452,7336947,,,
2018-11-12,1921.1238583199183,5931.0836980342865,,,,,0.6923859009338454,1.5052136182785034,0.26289793848991394,8934,,,,97,,79628414,6466014,,,
2018-11-13,1905.8129520305076,4731.665263175964,,,,,0.6893649906516155,1.5747753381729126,0.25025179982185364,7425,,,,82,,80206962,6160575,,,
2018-11-14,1881.4439217702902,5052.734323978424,,,,,0.9022363384610699,1.5225664377212524,0.26289793848991394,7415,,,,84,,79827703,5674432,,,
2018-11-15,1764.266442340734,3051.512665271759,,,,,0.843808337438736,1.4042836427688599,0.288158118724823,4763,,,,50,,82781800,3618200,,,
2018-11-16,1883.583618864026,4766.275678634644,,,,,0.7970496953301451,1.5497417449951172,0.24828632175922394,7024,,,,81,,80682882,5717118,,,
2018-11-17,2135.033090676171,5608.995518922806,,,,,0.7530828390135544,1.4603570699691772,0.26289793848991394,9822,,,,122,,73633045,10733335,,,
2018-11-18,1871.1109447702174,3114.3400831222534,,,,,0.6450189000954881,1.411394715309143,0.24954938888549805,5256,,,,55,,80215835,5518195,,,
2018-11-19,2019.7616428072392,5783.332678556442,,,,,0.7396070163608274,1.6241434812545776,0.2912220358848572,8933,,,,96,,77845149,8433760,,,
2018-11-20,1910.3605533356313,4138.54198384285,,,,,0.6951132192595637,1.5225661993026733,0.26289793848991394,6788,,,,80,,78630817,6952769,,,
2018-11-21,1792.8174663962247,2545.1303079128265,,,,,0.6145842177777101,1.4204726219177246,0.26289793848991394,4030,,,,43,,82493595,3906405,,,
2018-11-22,1830.3108826488792,3361.5659083127975,,,,,0.5857484581567977,1.4854273796081543,0.25478020310401917,5686,,,,67,,81745633,4654367,,,
2018-11-23,1757.6339541021985,2096.862536907196,,,,,0.5316511604497229,1.388756275177002,0.28854992985725403,3483,,,,40,,83044272,3204519,,,
2018-11-24,1980.716594525564,5956.294278502464,,,,,0.6176681081318801,1.5799989700317383,0.250948041677475,9145,,,,104,,77522689,8213980,,,
2018-11-25,1664.790773888321,1417.564437866211,,,,,0.48155998316650184,1.3126546144485474,0.3564959168434143,2480,,,,29,,84667616,1732384,,,
2018-11-26,1907.697592404978,3435.9160252809525,15.3909493,73.8768463,15.3909493,73.8768463,0.8500088857406676,1.4374961853027344,0.3233788311481476,5938,,,,64,,79305740,6198172,,,
2018-11-27,894.469537360096,1506.5711660385132,,,,,0.7645477038866285,1.5578091144561768,0.3584972023963928,2189,,,,23,,42930279,1471410,,,
2019-01-06,760.9916269791667,,,,,,,,,,,,,,,,,,,
2019-01-07,1597.0,,,,,,,,,,,,,,,,,,,
2019-01-08,1907.3555062339067,5074.829296588898,,,,,0.9073192537877179,2.710057020187378,0.28679776191711426,6476,65.0,65.0,65.0,68,,36329497,3417551,1021060,,
2019-01-09,1956.8504155766143,5678.578714966774,,,,,0.8295952161715711,1.458332896232605,0.29431331157684326,10700,,,,126,,78797683,7178730,,,
2019-01-10,1985.9503659248426,6705.770630478859,,,,,0.664251158454893,1.4363822937011719,0.26048800349235535,9999,,,,113,,78640750,7759250,,,
2019-01-11,1960.9238267166334,6222.69095659256,15.3911206,73.880128,15.3917938,73.8807224,1.0994073400779263,1.8200000524520874,0.3039781451225281,9365,,,,109,,78587357,7293291,,,
2019-01-12,2131.0145205572253,7563.769383192062,,,,,0.7221789389152357,1.526242733001709,0.2647145390510559,11260,,,,135,,74595985,10751316,,,
2019-01-13,1890.6250241389537,4001.936326980591,,,,,0.6639582866500103,1.5762176513671875,0.2827003002166748,6352,,,,71,,80392125,5857587,,,
2019-01-14,1957.0742827703582,4030.897224545479,,,,,0.5824991051680826,1.3781657218933105,0.25242382287979126,6877,,,,83,,77752611,8521615,,,
2019-01-15,1964.6654792750653,5260.386166810989,15.3898465,73.8764141,15.3924362,73.8807951,0.6016852738837671,1.5287343263626099,0.12772057950496674,7955,,,,94,,78853302,7334636,,,
2019-01-16,1867.8978818891878,4568.060019016266,,,,,0.7066366026113323,1.6826801300048828,0.2987476587295532,7181,,,,81,,80467262,5440973,,,
2019-01-17,1842.4156986146518,5026.014941453934,,,,,0.749055141809856,1.484278678894043,0.25068747997283936,7856,,,,91,,80099598,5973379,,,
2019-01-18,1878.32410204473,4301.515515327454,,,,,0.70740532366928,1.6058202981948853,0.250948041677475,6410,,,,79,,80787807,5612193,,,
2019-01-19,1927.9626157328448,4732.013248576357,,,,,0.8667338743696125,1.6127820014953613,0.26637929677963257,7304,,,,83,,79702657,6602445,,,
2019-01-20,2148.1676375916013,4693.002664552496,,,,,0.6331634568198662,1.8242628574371338,0.24575158953666687,8700,,,,133,2380797,73642633,8443051,,,
2019-01-21,1914.83084185463,4726.1003341674805,,,,,0.6566552241371472,1.6332037448883057,0.2571675479412079,7489,,,,89,,77573189,8158520,,,
2019-01-22,1905.1707882739836,4468.093002438545,,,,,0.73655059967619,1.6421180963516235,0.2525428235530853,6909,,,,79,,79830974,6147763,,,
2019-01-23,1930.1474258190706,3790.6404979228973,,,,,0.606765203149038,1.668459415435791,0.24512159824371338,6180,,,,73,,79374906,6873873,,,
2019-01-24,1906.327099344297,4779.752918720245,,,,,0.7059215204125807,1.5731004476547241,0.26289793848991394,7985,,,,99,,80229368,6170632,,,
2019-01-25,2170.1056010209377,7310.8130613565445,15.3898081,73.8759705,15.3931958,73.881778,0.6719645817621938,1.6834921836853027,0.15378862619400024,12407,,,,153,,74326034,11732559,,,
2019-01-26,2004.2065450103314,4306.762895703316,15.3900002,73.8760665,15.393124,73.8805879,0.667117581814969,1.3091959953308105,0.24063733220100403,7795,,,,97,,78004754,8123448,,,
2019-01-27,1831.4861149522444,3947.191943883896,15.3909766,73.8773928,15.3915062,73.8775005,0.8235216413438194,1.321728229522705,0.0,5962,,,,71,,81722186,4677814,,,
2019-01-28,2037.092240739061,5428.498888254166,,,,,0.7310482734110068,1.4617202281951904,0.23964600265026093,8907,,,,102,,70091438,8779492,,,
2019-01-29,1968.675182251768,5471.563224077225,,,,,0.7522869875222387,1.4268497228622437,0.250948041677475,8753,,,,103,,58206447,7454549,,,
2019-01-30,1900.7683057378817,4746.293731331825,,,,,0.8920817989011345,1.485220193862915,0.28679776191711426,8865,,,,93,,73619241,6059937,,,
2019-01-31,2174.547093328689,7641.564580440521,,,,,0.7399483180400472,1.810556173324585,0.2754944860935211,13350,,,,159,,74546075,11520093,,,
2019-02-01,2289.7837396442114,6285.281371831894,,,,,0.682950569047531,1.6176427602767944,0.25711172819137573,12410,,,,143,,70669054,13820486,,,
2019-02-02,2124.6706162156056,5412.599095106125,,,,,0.5177119001010062,2.986712694168091,0.2555258870124817,9810,,,,103,,75384454,10526610,,,
2019-02-03,2207.960336632916,5989.21882712841,,,,,0.5893992004185891,1.6608961820602417,0.250948041677475,12313,,,,136,,74150108,12188172,,,
